i,v
242015,1.146066245495433e-08
362170,1.1420729833160064e-08
421585,1.1420729833160064e-08
1488,1.1420729833160064e-08
234552,1.1420729833160064e-08
264700,1.1420729833160064e-08
497063,1.1380797211365798e-08
18458,1.1380797211365798e-08
433516,1.1380797211365798e-08
612196,1.1380797211365798e-08
293168,1.1380797211365798e-08
273102,1.1380797211365798e-08
416815,1.1380797211365798e-08
511184,1.1340864589571532e-08
513294,1.1300931967777266e-08
618834,1.1300931967777266e-08
515821,1.1300931967777266e-08
469228,1.1300931967777266e-08
420762,1.1300931967777266e-08
367710,1.1260999345983e-08
465258,1.1260999345983e-08
461134,1.1260999345983e-08
510864,1.1260999345983e-08
262294,1.1221066724188735e-08
11298,1.1221066724188735e-08
289891,1.1221066724188735e-08
510004,1.1221066724188735e-08
627802,1.1221066724188735e-08
536441,1.1181134102394469e-08
507578,1.1181134102394469e-08
502976,1.1181134102394469e-08
363197,1.1181134102394469e-08
516200,1.1181134102394469e-08
659920,1.1181134102394469e-08
514941,1.1181134102394469e-08
334350,1.1181134102394469e-08
515845,1.1181134102394469e-08
247898,1.1141201480600203e-08
15086,1.1141201480600203e-08
377222,1.106133623701167e-08
430681,1.106133623701167e-08
506084,1.106133623701167e-08
395385,1.106133623701167e-08
539453,1.106133623701167e-08
255266,1.106133623701167e-08
403323,1.1021403615217405e-08
196149,1.1021403615217405e-08
403171,1.1021403615217405e-08
262861,1.1021403615217405e-08
382802,1.1021403615217405e-08
509997,1.1021403615217405e-08
608805,1.1021403615217405e-08
396475,1.1021403615217405e-08
332571,1.1021403615217405e-08
463703,1.0981470993423139e-08
622955,1.0981470993423139e-08
372913,1.0981470993423139e-08
5492,1.0981470993423139e-08
335222,1.0981470993423139e-08
396416,1.0981470993423139e-08
354624,1.0941538371628873e-08
507370,1.0941538371628873e-08
408268,1.0941538371628873e-08
517199,1.0941538371628873e-08
526618,1.0901605749834607e-08
467248,1.0901605749834607e-08
314898,1.0901605749834607e-08
607732,1.0901605749834607e-08
415983,1.0901605749834607e-08
438462,1.0901605749834607e-08
581928,1.0901605749834607e-08
215589,1.0901605749834607e-08
520675,1.0901605749834607e-08
10685,1.086167312804034e-08
20353,1.086167312804034e-08
3174,1.086167312804034e-08
17718,1.086167312804034e-08
737409,1.086167312804034e-08
11684,1.086167312804034e-08
230781,1.086167312804034e-08
20589,1.086167312804034e-08
333850,1.086167312804034e-08
228117,1.086167312804034e-08
290249,1.086167312804034e-08
4048,1.086167312804034e-08
336221,1.086167312804034e-08
379835,1.086167312804034e-08
456593,1.086167312804034e-08
215292,1.086167312804034e-08
460867,1.086167312804034e-08
548491,1.086167312804034e-08
509375,1.086167312804034e-08
552697,1.086167312804034e-08
16522,1.086167312804034e-08
245961,1.086167312804034e-08
420807,1.086167312804034e-08
398853,1.086167312804034e-08
424937,1.086167312804034e-08
11517,1.086167312804034e-08
639226,1.086167312804034e-08
433426,1.086167312804034e-08
8706,1.086167312804034e-08
16915,1.086167312804034e-08
441529,1.086167312804034e-08
518807,1.0821740506246075e-08
777268,1.0781807884451809e-08
7348,1.0781807884451809e-08
263821,1.0781807884451809e-08
262134,1.0781807884451809e-08
427297,1.0781807884451809e-08
393842,1.0781807884451809e-08
314744,1.0781807884451809e-08
300485,1.0781807884451809e-08
377947,1.0781807884451809e-08
396891,1.0781807884451809e-08
468827,1.0781807884451809e-08
431010,1.0781807884451809e-08
3325,1.0741875262657543e-08
432336,1.0741875262657543e-08
360155,1.0741875262657543e-08
263648,1.0741875262657543e-08
552706,1.0741875262657543e-08
268993,1.0741875262657543e-08
312790,1.0741875262657543e-08
287306,1.0701942640863277e-08
519515,1.0701942640863277e-08
478823,1.0701942640863277e-08
444516,1.0701942640863277e-08
443508,1.0701942640863277e-08
332633,1.0701942640863277e-08
246458,1.0701942640863277e-08
492699,1.0701942640863277e-08
262448,1.0701942640863277e-08
453298,1.0662010019069013e-08
652993,1.0662010019069013e-08
424407,1.0662010019069013e-08
423127,1.0662010019069013e-08
321147,1.0662010019069013e-08
480760,1.0662010019069013e-08
403663,1.0622077397274747e-08
298090,1.058214477548048e-08
392187,1.058214477548048e-08
471016,1.058214477548048e-08
504202,1.058214477548048e-08
248344,1.058214477548048e-08
3741,1.0542212153686215e-08
519669,1.0542212153686215e-08
453512,1.0542212153686215e-08
256101,1.0542212153686215e-08
241516,1.0502279531891949e-08
495081,1.0502279531891949e-08
599742,1.0502279531891949e-08
485063,1.0502279531891949e-08
3854,1.0502279531891949e-08
19258,1.0462346910097683e-08
8634,1.0462346910097683e-08
446472,1.0462346910097683e-08
306616,1.0462346910097683e-08
258564,1.0422414288303417e-08
471391,1.0422414288303417e-08
487433,1.0422414288303417e-08
514451,1.0422414288303417e-08
545012,1.0422414288303417e-08
447195,1.0422414288303417e-08
18830,1.0422414288303417e-08
487293,1.038248166650915e-08
286924,1.038248166650915e-08
376916,1.038248166650915e-08
15620,1.038248166650915e-08
503376,1.038248166650915e-08
508819,1.038248166650915e-08
342656,1.038248166650915e-08
462759,1.038248166650915e-08
335404,1.0342549044714885e-08
541966,1.0342549044714885e-08
513412,1.0342549044714885e-08
514973,1.0302616422920619e-08
488143,1.0302616422920619e-08
13746,1.0302616422920619e-08
789515,1.0302616422920619e-08
188206,1.0302616422920619e-08
461936,1.0302616422920619e-08
517884,1.0302616422920619e-08
625770,1.0262683801126353e-08
379529,1.0262683801126353e-08
410043,1.0262683801126353e-08
694245,1.0262683801126353e-08
639144,1.0262683801126353e-08
460181,1.0262683801126353e-08
317341,1.0222751179332087e-08
694271,1.0222751179332087e-08
385013,1.0222751179332087e-08
724513,1.0222751179332087e-08
621391,1.0222751179332087e-08
613382,1.0222751179332087e-08
519844,1.0222751179332087e-08
13596,1.018281855753782e-08
308144,1.018281855753782e-08
516716,1.018281855753782e-08
419752,1.018281855753782e-08
489893,1.018281855753782e-08
487625,1.018281855753782e-08
476959,1.018281855753782e-08
281551,1.018281855753782e-08
649400,1.0142885935743555e-08
617265,1.0142885935743555e-08
448755,1.0102953313949289e-08
258157,1.0102953313949289e-08
614033,1.0102953313949289e-08
690815,1.0102953313949289e-08
692656,1.0102953313949289e-08
620208,1.0063020692155023e-08
616562,1.0063020692155023e-08
370409,1.0063020692155023e-08
787756,1.0023088070360757e-08
488353,1.0023088070360757e-08
427317,1.0023088070360757e-08
20989,1.0023088070360757e-08
511298,1.0023088070360757e-08
472370,1.0023088070360757e-08
694402,1.0023088070360757e-08
511496,1.0023088070360757e-08
452862,1.0023088070360757e-08
429238,1.0023088070360757e-08
20388,1.0023088070360757e-08
420304,1.0023088070360757e-08
380293,1.0023088070360757e-08
513194,1.0023088070360757e-08
458869,9.983155448566491e-09
3002,9.983155448566491e-09
191770,9.983155448566491e-09
689786,9.983155448566491e-09
389349,9.983155448566491e-09
1626,9.983155448566491e-09
677938,9.983155448566491e-09
2201,9.983155448566491e-09
19696,9.983155448566491e-09
335660,9.983155448566491e-09
351976,9.983155448566491e-09
249562,9.983155448566491e-09
19856,9.983155448566491e-09
709014,9.983155448566491e-09
395096,9.983155448566491e-09
10430,9.983155448566491e-09
10511,9.983155448566491e-09
372993,9.983155448566491e-09
194233,9.983155448566491e-09
19401,9.983155448566491e-09
13563,9.983155448566491e-09
242188,9.983155448566491e-09
480293,9.983155448566491e-09
636779,9.983155448566491e-09
247238,9.983155448566491e-09
498126,9.983155448566491e-09
365045,9.983155448566491e-09
574655,9.983155448566491e-09
487501,9.983155448566491e-09
7097,9.983155448566491e-09
14261,9.983155448566491e-09
752080,9.983155448566491e-09
750349,9.983155448566491e-09
507883,9.983155448566491e-09
508836,9.983155448566491e-09
361665,9.983155448566491e-09
378,9.983155448566491e-09
379367,9.983155448566491e-09
14193,9.983155448566491e-09
346250,9.983155448566491e-09
526811,9.983155448566491e-09
763676,9.983155448566491e-09
412715,9.943222826772225e-09
300125,9.943222826772225e-09
374880,9.943222826772225e-09
277342,9.943222826772225e-09
520885,9.903290204977959e-09
427750,9.903290204977959e-09
435598,9.903290204977959e-09
477748,9.863357583183693e-09
617378,9.863357583183693e-09
414456,9.863357583183693e-09
1069,9.863357583183693e-09
293481,9.863357583183693e-09
505872,9.863357583183693e-09
19613,9.823424961389427e-09
646642,9.823424961389427e-09
427017,9.823424961389427e-09
296583,9.823424961389427e-09
258054,9.823424961389427e-09
255281,9.823424961389427e-09
334802,9.783492339595161e-09
301091,9.783492339595161e-09
444667,9.783492339595161e-09
492401,9.783492339595161e-09
160,9.783492339595161e-09
507974,9.783492339595161e-09
413614,9.743559717800895e-09
476277,9.743559717800895e-09
3417,9.743559717800895e-09
400192,9.743559717800895e-09
301830,9.703627096006629e-09
432892,9.703627096006629e-09
548634,9.703627096006629e-09
314140,9.663694474212363e-09
511666,9.663694474212363e-09
435085,9.663694474212363e-09
542691,9.663694474212363e-09
527029,9.663694474212363e-09
190857,9.663694474212363e-09
335904,9.663694474212363e-09
421572,9.663694474212363e-09
401570,9.623761852418097e-09
401103,9.623761852418097e-09
414938,9.583829230623831e-09
514186,9.583829230623831e-09
304000,9.583829230623831e-09
307047,9.583829230623831e-09
406233,9.583829230623831e-09
251588,9.583829230623831e-09
192713,9.583829230623831e-09
527513,9.583829230623831e-09
194201,9.583829230623831e-09
241079,9.583829230623831e-09
387320,9.543896608829565e-09
21404,9.543896608829565e-09
488805,9.543896608829565e-09
257164,9.543896608829565e-09
478916,9.543896608829565e-09
388553,9.543896608829565e-09
652934,9.5039639870353e-09
538652,9.5039639870353e-09
227645,9.5039639870353e-09
330839,9.5039639870353e-09
388357,9.464031365241033e-09
398891,9.464031365241033e-09
424312,9.464031365241033e-09
456493,9.464031365241033e-09
509273,9.424098743446767e-09
262383,9.424098743446767e-09
329016,9.424098743446767e-09
393219,9.424098743446767e-09
8439,9.424098743446767e-09
508381,9.424098743446767e-09
474384,9.424098743446767e-09
307206,9.424098743446767e-09
378792,9.384166121652501e-09
16274,9.384166121652501e-09
450859,9.384166121652501e-09
508340,9.384166121652501e-09
572852,9.384166121652501e-09
206570,9.384166121652501e-09
437666,9.384166121652501e-09
507517,9.384166121652501e-09
516626,9.384166121652501e-09
376599,9.384166121652501e-09
389539,9.344233499858235e-09
471448,9.30430087806397e-09
613426,9.30430087806397e-09
515767,9.30430087806397e-09
298650,9.30430087806397e-09
254246,9.30430087806397e-09
536115,9.30430087806397e-09
510044,9.30430087806397e-09
6292,9.30430087806397e-09
275914,9.30430087806397e-09
367573,9.264368256269703e-09
329309,9.264368256269703e-09
500814,9.264368256269703e-09
562300,9.264368256269703e-09
423848,9.264368256269703e-09
378853,9.264368256269703e-09
472931,9.264368256269703e-09
191593,9.264368256269703e-09
608132,9.264368256269703e-09
384646,9.224435634475437e-09
299891,9.224435634475437e-09
491746,9.224435634475437e-09
472204,9.184503012681171e-09
7157,9.184503012681171e-09
468606,9.184503012681171e-09
326011,9.184503012681171e-09
242171,9.184503012681171e-09
607936,9.184503012681171e-09
405994,9.184503012681171e-09
410162,9.184503012681171e-09
441493,9.184503012681171e-09
310144,9.144570390886905e-09
193812,9.144570390886905e-09
665993,9.10463776909264e-09
545545,9.064705147298373e-09
514452,9.024772525504107e-09
511421,9.024772525504107e-09
465334,9.024772525504107e-09
233147,9.024772525504107e-09
400463,9.024772525504107e-09
441026,8.984839903709841e-09
5701,8.984839903709841e-09
789517,8.984839903709841e-09
421257,8.984839903709841e-09
245017,8.984839903709841e-09
424918,8.984839903709841e-09
326732,8.984839903709841e-09
637445,8.984839903709841e-09
515078,8.984839903709841e-09
400917,8.944907281915576e-09
480411,8.944907281915576e-09
232653,8.944907281915576e-09
597483,8.944907281915576e-09
392965,8.944907281915576e-09
622814,8.944907281915576e-09
452317,8.944907281915576e-09
344667,8.944907281915576e-09
509493,8.90497466012131e-09
257376,8.90497466012131e-09
651083,8.90497466012131e-09
513581,8.90497466012131e-09
498134,8.90497466012131e-09
18679,8.90497466012131e-09
242090,8.90497466012131e-09
320996,8.865042038327044e-09
469835,8.865042038327044e-09
441949,8.865042038327044e-09
20539,8.865042038327044e-09
579701,8.865042038327044e-09
580900,8.865042038327044e-09
417232,8.865042038327044e-09
539913,8.865042038327044e-09
257520,8.865042038327044e-09
17064,8.865042038327044e-09
374059,8.825109416532778e-09
503201,8.825109416532778e-09
400497,8.825109416532778e-09
674464,8.825109416532778e-09
789161,8.825109416532778e-09
406853,8.825109416532778e-09
242191,8.825109416532778e-09
594727,8.825109416532778e-09
345333,8.785176794738512e-09
497664,8.785176794738512e-09
226692,8.785176794738512e-09
494593,8.785176794738512e-09
455701,8.785176794738512e-09
501238,8.785176794738512e-09
479584,8.785176794738512e-09
497372,8.785176794738512e-09
12725,8.785176794738512e-09
593216,8.785176794738512e-09
632410,8.745244172944246e-09
290781,8.745244172944246e-09
201185,8.745244172944246e-09
322937,8.745244172944246e-09
496925,8.745244172944246e-09
249099,8.745244172944246e-09
530402,8.745244172944246e-09
378176,8.745244172944246e-09
512068,8.70531155114998e-09
399466,8.70531155114998e-09
16715,8.70531155114998e-09
456591,8.70531155114998e-09
258489,8.70531155114998e-09
324916,8.665378929355714e-09
616873,8.625446307561448e-09
4268,8.585513685767182e-09
316454,8.585513685767182e-09
426016,8.585513685767182e-09
429705,8.585513685767182e-09
613575,8.585513685767182e-09
352374,8.545581063972916e-09
379522,8.545581063972916e-09
9583,8.545581063972916e-09
358767,8.545581063972916e-09
6111,8.545581063972916e-09
511065,8.545581063972916e-09
421357,8.545581063972916e-09
372304,8.545581063972916e-09
428339,8.50564844217865e-09
567248,8.50564844217865e-09
14554,8.50564844217865e-09
399485,8.50564844217865e-09
753597,8.50564844217865e-09
363468,8.50564844217865e-09
417850,8.50564844217865e-09
548711,8.465715820384384e-09
649057,8.465715820384384e-09
508934,8.465715820384384e-09
191934,8.465715820384384e-09
407366,8.465715820384384e-09
293706,8.465715820384384e-09
1285,8.425783198590118e-09
197061,8.425783198590118e-09
505012,8.425783198590118e-09
570030,8.425783198590118e-09
426197,8.385850576795852e-09
389341,8.385850576795852e-09
13338,8.385850576795852e-09
353665,8.385850576795852e-09
1460,8.385850576795852e-09
510071,8.385850576795852e-09
248150,8.385850576795852e-09
281250,8.385850576795852e-09
296737,8.385850576795852e-09
511192,8.385850576795852e-09
368,8.385850576795852e-09
386287,8.385850576795852e-09
12457,8.385850576795852e-09
435146,8.345917955001586e-09
607273,8.345917955001586e-09
240172,8.345917955001586e-09
461351,8.345917955001586e-09
378506,8.345917955001586e-09
311509,8.30598533320732e-09
369082,8.30598533320732e-09
508366,8.30598533320732e-09
501734,8.30598533320732e-09
482841,8.30598533320732e-09
262303,8.30598533320732e-09
468866,8.30598533320732e-09
15598,8.30598533320732e-09
340362,8.266052711413054e-09
477761,8.266052711413054e-09
455015,8.226120089618788e-09
783802,8.226120089618788e-09
229577,8.226120089618788e-09
13366,8.226120089618788e-09
544980,8.226120089618788e-09
453190,8.226120089618788e-09
380266,8.186187467824522e-09
680983,8.186187467824522e-09
18428,8.186187467824522e-09
306661,8.186187467824522e-09
529193,8.186187467824522e-09
509230,8.186187467824522e-09
417435,8.186187467824522e-09
448750,8.186187467824522e-09
332420,8.186187467824522e-09
483322,8.186187467824522e-09
386459,8.186187467824522e-09
469028,8.146254846030256e-09
480793,8.146254846030256e-09
604004,8.146254846030256e-09
733071,8.146254846030256e-09
313798,8.146254846030256e-09
621578,8.146254846030256e-09
428777,8.10632222423599e-09
326287,8.10632222423599e-09
431403,8.10632222423599e-09
322060,8.066389602441724e-09
419617,8.066389602441724e-09
420763,8.066389602441724e-09
462883,8.066389602441724e-09
449558,8.066389602441724e-09
472504,8.026456980647458e-09
513728,8.026456980647458e-09
501167,8.026456980647458e-09
268530,8.026456980647458e-09
6351,8.026456980647458e-09
9581,8.026456980647458e-09
15008,8.026456980647458e-09
503046,8.026456980647458e-09
323208,7.986524358853192e-09
264461,7.986524358853192e-09
431462,7.986524358853192e-09
502046,7.986524358853192e-09
16251,7.986524358853192e-09
276,7.986524358853192e-09
419579,7.986524358853192e-09
323561,7.986524358853192e-09
426375,7.986524358853192e-09
280429,7.986524358853192e-09
397099,7.986524358853192e-09
503175,7.986524358853192e-09
478906,7.986524358853192e-09
420201,7.986524358853192e-09
226517,7.986524358853192e-09
420219,7.986524358853192e-09
276672,7.986524358853192e-09
417305,7.986524358853192e-09
419640,7.986524358853192e-09
304300,7.986524358853192e-09
3036,7.986524358853192e-09
239272,7.986524358853192e-09
478315,7.986524358853192e-09
641566,7.986524358853192e-09
427595,7.986524358853192e-09
551325,7.986524358853192e-09
7021,7.986524358853192e-09
18380,7.986524358853192e-09
12425,7.986524358853192e-09
510609,7.986524358853192e-09
784092,7.986524358853192e-09
234982,7.986524358853192e-09
285171,7.986524358853192e-09
329766,7.986524358853192e-09
448707,7.986524358853192e-09
665191,7.986524358853192e-09
538463,7.986524358853192e-09
461624,7.986524358853192e-09
549521,7.986524358853192e-09
298614,7.986524358853192e-09
478531,7.986524358853192e-09
306870,7.986524358853192e-09
628089,7.986524358853192e-09
242025,7.986524358853192e-09
283732,7.986524358853192e-09
372220,7.986524358853192e-09
11448,7.986524358853192e-09
212342,7.986524358853192e-09
195934,7.986524358853192e-09
497631,7.986524358853192e-09
417203,7.986524358853192e-09
372323,7.986524358853192e-09
301777,7.986524358853192e-09
349140,7.986524358853192e-09
291420,7.986524358853192e-09
380128,7.986524358853192e-09
680772,7.986524358853192e-09
403249,7.986524358853192e-09
11500,7.986524358853192e-09
500488,7.986524358853192e-09
306229,7.986524358853192e-09
510992,7.986524358853192e-09
719759,7.986524358853192e-09
524678,7.986524358853192e-09
11004,7.986524358853192e-09
3632,7.986524358853192e-09
376386,7.986524358853192e-09
419382,7.986524358853192e-09
6841,7.986524358853192e-09
503428,7.986524358853192e-09
764980,7.986524358853192e-09
464849,7.986524358853192e-09
1580,7.986524358853192e-09
262563,7.986524358853192e-09
232427,7.986524358853192e-09
368399,7.986524358853192e-09
264028,7.986524358853192e-09
17411,7.986524358853192e-09
650662,7.946591737058926e-09
510852,7.946591737058926e-09
349555,7.946591737058926e-09
537086,7.946591737058926e-09
433570,7.90665911526466e-09
340041,7.90665911526466e-09
410039,7.90665911526466e-09
486099,7.90665911526466e-09
291877,7.866726493470394e-09
414257,7.866726493470394e-09
379634,7.866726493470394e-09
531203,7.826793871676128e-09
258382,7.826793871676128e-09
460565,7.826793871676128e-09
249647,7.826793871676128e-09
378258,7.786861249881862e-09
523306,7.786861249881862e-09
405262,7.786861249881862e-09
14871,7.786861249881862e-09
480682,7.786861249881862e-09
600861,7.786861249881862e-09
307235,7.786861249881862e-09
335264,7.746928628087596e-09
198538,7.746928628087596e-09
513474,7.746928628087596e-09
451811,7.746928628087596e-09
351803,7.746928628087596e-09
431306,7.746928628087596e-09
303739,7.70699600629333e-09
514171,7.70699600629333e-09
429819,7.70699600629333e-09
714114,7.70699600629333e-09
419155,7.70699600629333e-09
660451,7.70699600629333e-09
385838,7.667063384499064e-09
508030,7.667063384499064e-09
455467,7.667063384499064e-09
408842,7.667063384499064e-09
417162,7.667063384499064e-09
12183,7.667063384499064e-09
287794,7.667063384499064e-09
744831,7.627130762704798e-09
460451,7.627130762704798e-09
510904,7.627130762704798e-09
302201,7.627130762704798e-09
384553,7.627130762704798e-09
482848,7.587198140910532e-09
261764,7.587198140910532e-09
627302,7.587198140910532e-09
600235,7.587198140910532e-09
345724,7.587198140910532e-09
408055,7.587198140910532e-09
479297,7.587198140910532e-09
18910,7.587198140910532e-09
384526,7.587198140910532e-09
297095,7.587198140910532e-09
12822,7.587198140910532e-09
519662,7.587198140910532e-09
501935,7.587198140910532e-09
423460,7.587198140910532e-09
246759,7.587198140910532e-09
292227,7.587198140910532e-09
447415,7.587198140910532e-09
695163,7.547265519116266e-09
539971,7.547265519116266e-09
362447,7.547265519116266e-09
3484,7.507332897322e-09
487457,7.507332897322e-09
10123,7.507332897322e-09
529679,7.507332897322e-09
382825,7.507332897322e-09
420608,7.507332897322e-09
560478,7.507332897322e-09
439064,7.507332897322e-09
508303,7.507332897322e-09
396269,7.467400275527734e-09
474224,7.467400275527734e-09
462820,7.467400275527734e-09
507448,7.467400275527734e-09
211246,7.467400275527734e-09
534410,7.427467653733469e-09
528149,7.427467653733469e-09
325598,7.427467653733469e-09
361304,7.427467653733469e-09
451168,7.427467653733469e-09
7681,7.427467653733469e-09
234363,7.427467653733469e-09
231682,7.387535031939203e-09
504777,7.387535031939203e-09
453709,7.387535031939203e-09
394049,7.387535031939203e-09
269888,7.387535031939203e-09
489258,7.387535031939203e-09
457185,7.347602410144937e-09
256387,7.347602410144937e-09
600847,7.347602410144937e-09
379252,7.347602410144937e-09
468795,7.307669788350671e-09
16341,7.307669788350671e-09
550437,7.307669788350671e-09
503929,7.267737166556405e-09
518286,7.267737166556405e-09
335080,7.267737166556405e-09
487530,7.267737166556405e-09
434219,7.227804544762139e-09
262691,7.227804544762139e-09
434806,7.227804544762139e-09
629540,7.227804544762139e-09
508455,7.227804544762139e-09
5062,7.227804544762139e-09
331401,7.227804544762139e-09
435601,7.187871922967873e-09
378544,7.187871922967873e-09
444344,7.187871922967873e-09
541326,7.187871922967873e-09
538507,7.187871922967873e-09
617306,7.147939301173607e-09
652483,7.147939301173607e-09
314216,7.147939301173607e-09
514356,7.147939301173607e-09
516359,7.147939301173607e-09
373896,7.147939301173607e-09
509028,7.147939301173607e-09
395662,7.147939301173607e-09
518889,7.147939301173607e-09
377691,7.108006679379341e-09
415359,7.108006679379341e-09
545576,7.108006679379341e-09
386440,7.108006679379341e-09
313522,7.108006679379341e-09
476034,7.108006679379341e-09
458045,7.108006679379341e-09
520526,7.0680740575850754e-09
336962,7.0680740575850754e-09
15253,7.0680740575850754e-09
508994,7.0680740575850754e-09
373566,7.0281414357908095e-09
449699,7.0281414357908095e-09
411226,7.0281414357908095e-09
344698,7.0281414357908095e-09
352822,7.0281414357908095e-09
469694,7.0281414357908095e-09
12495,7.0281414357908095e-09
767353,7.0281414357908095e-09
452580,7.0281414357908095e-09
419854,7.0281414357908095e-09
492959,7.0281414357908095e-09
354550,6.9882088139965435e-09
633422,6.9882088139965435e-09
283030,6.9882088139965435e-09
245024,6.9882088139965435e-09
338835,6.9882088139965435e-09
269276,6.9882088139965435e-09
8830,6.9882088139965435e-09
628195,6.9882088139965435e-09
14433,6.9882088139965435e-09
306577,6.9882088139965435e-09
614306,6.9882088139965435e-09
233880,6.9882088139965435e-09
519145,6.9882088139965435e-09
211126,6.9882088139965435e-09
507629,6.9482761922022775e-09
395409,6.9482761922022775e-09
447601,6.9482761922022775e-09
520235,6.9482761922022775e-09
1407,6.9482761922022775e-09
779772,6.9482761922022775e-09
321487,6.9482761922022775e-09
410276,6.9482761922022775e-09
746344,6.9083435704080115e-09
546520,6.9083435704080115e-09
351662,6.9083435704080115e-09
471508,6.9083435704080115e-09
362614,6.9083435704080115e-09
580287,6.9083435704080115e-09
321106,6.9083435704080115e-09
435320,6.9083435704080115e-09
158,6.9083435704080115e-09
307429,6.8684109486137455e-09
497556,6.8684109486137455e-09
580274,6.8684109486137455e-09
332457,6.8684109486137455e-09
439103,6.8684109486137455e-09
414082,6.8684109486137455e-09
339611,6.8284783268194796e-09
416761,6.8284783268194796e-09
372289,6.8284783268194796e-09
337521,6.8284783268194796e-09
500457,6.8284783268194796e-09
487489,6.8284783268194796e-09
377944,6.8284783268194796e-09
247466,6.8284783268194796e-09
595763,6.8284783268194796e-09
20,6.8284783268194796e-09
381417,6.8284783268194796e-09
327794,6.788545705025214e-09
8680,6.788545705025214e-09
416739,6.788545705025214e-09
1350,6.788545705025214e-09
513236,6.788545705025214e-09
414210,6.788545705025214e-09
548199,6.788545705025214e-09
346098,6.788545705025214e-09
414599,6.748613083230948e-09
204221,6.748613083230948e-09
516015,6.748613083230948e-09
392441,6.748613083230948e-09
680340,6.748613083230948e-09
758793,6.748613083230948e-09
617419,6.748613083230948e-09
11484,6.748613083230948e-09
19693,6.748613083230948e-09
531597,6.748613083230948e-09
370143,6.748613083230948e-09
492032,6.748613083230948e-09
313980,6.748613083230948e-09
475586,6.748613083230948e-09
348320,6.748613083230948e-09
517767,6.708680461436682e-09
430361,6.708680461436682e-09
511963,6.708680461436682e-09
331605,6.708680461436682e-09
478830,6.708680461436682e-09
513673,6.708680461436682e-09
534757,6.668747839642416e-09
516420,6.668747839642416e-09
309808,6.668747839642416e-09
487787,6.668747839642416e-09
366534,6.668747839642416e-09
324096,6.62881521784815e-09
408939,6.62881521784815e-09
392332,6.62881521784815e-09
426518,6.62881521784815e-09
452379,6.62881521784815e-09
499312,6.62881521784815e-09
347860,6.62881521784815e-09
193447,6.62881521784815e-09
392157,6.588882596053884e-09
376289,6.588882596053884e-09
746427,6.588882596053884e-09
399465,6.588882596053884e-09
495803,6.588882596053884e-09
485123,6.588882596053884e-09
349606,6.588882596053884e-09
327321,6.588882596053884e-09
641265,6.588882596053884e-09
788639,6.588882596053884e-09
722557,6.588882596053884e-09
488529,6.588882596053884e-09
518924,6.588882596053884e-09
291943,6.588882596053884e-09
417394,6.588882596053884e-09
278690,6.588882596053884e-09
14356,6.588882596053884e-09
535654,6.548949974259618e-09
18537,6.548949974259618e-09
490659,6.548949974259618e-09
486541,6.548949974259618e-09
7255,6.548949974259618e-09
24005,6.509017352465352e-09
520630,6.509017352465352e-09
387520,6.509017352465352e-09
521128,6.509017352465352e-09
366037,6.509017352465352e-09
434265,6.509017352465352e-09
16888,6.469084730671086e-09
439702,6.469084730671086e-09
453315,6.469084730671086e-09
503591,6.469084730671086e-09
517195,6.469084730671086e-09
588051,6.469084730671086e-09
515976,6.469084730671086e-09
507567,6.42915210887682e-09
295462,6.42915210887682e-09
518260,6.42915210887682e-09
343217,6.42915210887682e-09
15426,6.42915210887682e-09
514572,6.42915210887682e-09
482031,6.42915210887682e-09
21181,6.42915210887682e-09
473125,6.389219487082554e-09
546322,6.389219487082554e-09
529469,6.389219487082554e-09
385686,6.389219487082554e-09
435876,6.389219487082554e-09
509267,6.389219487082554e-09
4534,6.389219487082554e-09
512874,6.389219487082554e-09
280534,6.389219487082554e-09
323011,6.389219487082554e-09
677390,6.389219487082554e-09
12142,6.389219487082554e-09
407323,6.389219487082554e-09
386878,6.389219487082554e-09
444990,6.349286865288288e-09
414579,6.349286865288288e-09
526198,6.349286865288288e-09
436621,6.349286865288288e-09
433607,6.349286865288288e-09
485406,6.269421621699756e-09
644667,6.269421621699756e-09
613116,6.269421621699756e-09
212085,6.269421621699756e-09
522950,6.269421621699756e-09
476029,6.269421621699756e-09
546611,6.269421621699756e-09
509304,6.269421621699756e-09
533883,6.22948899990549e-09
15411,6.22948899990549e-09
554228,6.22948899990549e-09
951,6.22948899990549e-09
556897,6.22948899990549e-09
390921,6.22948899990549e-09
519822,6.22948899990549e-09
287672,6.22948899990549e-09
13030,6.189556378111224e-09
532944,6.189556378111224e-09
382205,6.189556378111224e-09
501966,6.189556378111224e-09
506025,6.189556378111224e-09
514198,6.189556378111224e-09
3304,6.189556378111224e-09
194405,6.189556378111224e-09
500855,6.149623756316958e-09
423939,6.149623756316958e-09
1657,6.149623756316958e-09
346162,6.149623756316958e-09
537726,6.149623756316958e-09
481099,6.109691134522692e-09
507847,6.109691134522692e-09
704768,6.109691134522692e-09
694861,6.109691134522692e-09
582640,6.109691134522692e-09
506673,6.069758512728426e-09
522096,6.069758512728426e-09
4606,6.069758512728426e-09
432588,6.069758512728426e-09
248101,6.069758512728426e-09
747385,6.069758512728426e-09
324053,6.069758512728426e-09
484547,6.069758512728426e-09
443915,6.02982589093416e-09
472216,6.02982589093416e-09
510816,6.02982589093416e-09
456575,6.02982589093416e-09
384721,5.989893269139894e-09
682881,5.989893269139894e-09
421657,5.989893269139894e-09
